Title,Platforms,Reviews,Players,Positives,Review_summary,Released,Price,Discount,Final_price,Main_tag,Url,All_tags
Alien Worms Invasion,Win,20,0,0,None,"12 Mar, 2018","9,99€",0,"9,99€",Indie,https://store.steampowered.com/app/805710/Alien_Worms_Invasion/?snr=1_7_7_240_150_118,"Indie, Strategy, Tower Defense"
UNDEAD FACTORY:Zombie Pandemic,Win,86,0,0,None,"16 Apr, 2018",0,None,0,Free to Play,https://store.steampowered.com/app/793050/UNDEAD_FACTORYZombie_Pandemic/?snr=1_7_7_240_150_118,"Free to Play, Strategy, RTS"
Sisypush,"Win, Mac, Linux",13,13,100,Positive,"24 Apr, 2023","2,99€",0,"2,99€",Sokoban,https://store.steampowered.com/app/2219240/Sisypush/?snr=1_7_7_240_150_118,"Sokoban, Puzzle, Logic"
Goblin Times,Win,19,0,0,None,"13 Apr, 2020","12,49€",0,"12,49€",Strategy,https://store.steampowered.com/app/1191870/Goblin_Times/?snr=1_7_7_240_150_118,"Strategy, Adventure, Indie"
Win That War!,Win,26,0,0,None,"7 Apr, 2017","19,99€",0,"19,99€",Strategy,https://store.steampowered.com/app/599040/Win_That_War/?snr=1_7_7_240_150_118,"Strategy, Massively Multiplayer, Indie"
Shadow Mist,"Win, Mac",23,0,0,None,"10 May, 2017","4,99€",0,"4,99€",Casual,https://store.steampowered.com/app/617630/Shadow_Mist/?snr=1_7_7_240_150_118,"Casual, Strategy, Adventure"
古战三国 Ancient War: Three Kingdoms,Win,121,0,0,None,"26 Feb, 2019",0,None,0,Strategy,https://store.steampowered.com/app/1002850/_Ancient_War_Three_Kingdoms/?snr=1_7_7_240_150_118,"Strategy, Indie, Free to Play"
One more game,Win,13,0,0,None,"17 Jun, 2021","1,59€",0,"1,59€",Strategy,https://store.steampowered.com/app/1650890/One_more_game/?snr=1_7_7_240_150_118,"Strategy, Auto Battler, Roguelite"
The Infinite Black,"Win, Mac, Linux",201,0,0,None,"19 Oct, 2016",0,None,0,Free to Play,https://store.steampowered.com/app/489000/The_Infinite_Black/?snr=1_7_7_240_150_118,"Free to Play, Strategy, Massively Multiplayer"
Rise Eterna,Win,126,0,0,None,"9 Jun, 2021","16,79€",0,"16,79€",Tactical RPG,https://store.steampowered.com/app/995070/Rise_Eterna/?snr=1_7_7_240_150_118,"Tactical RPG, JRPG, Strategy"
リアルタイムバトル将棋オンライン,Win,22,0,0,None,"2 Nov, 2021",0,None,0,eSports,https://store.steampowered.com/app/1499540/_/?snr=1_7_7_240_150_118,"eSports, Real Time Tactics, Free to Play"
Lost in the Dungeon,"Win, Mac, Linux",50,0,0,None,"12 Mar, 2018","4,99€",0,"4,99€",RPG,https://store.steampowered.com/app/780580/Lost_in_the_Dungeon/?snr=1_7_7_240_150_118,"RPG, Casual, Indie"
M.E.R.C.,Win,52,0,0,None,"17 Jan, 2017","19,99€",0,"19,99€",Strategy,https://store.steampowered.com/app/555010/MERC/?snr=1_7_7_240_150_118,"Strategy, Action, Indie"
Stupid Raft Battle Simulator,"Win, Mac, Linux",38,0,0,None,"23 Feb, 2017","5,99€",0,"5,99€",Simulation,https://store.steampowered.com/app/598240/Stupid_Raft_Battle_Simulator/?snr=1_7_7_240_150_118,"Simulation, Indie, Early Access"
Armored Train,Win,17,0,0,None,"12 Sep, 2018","0,79€",0,"0,79€",Strategy,https://store.steampowered.com/app/879620/Armored_Train/?snr=1_7_7_240_150_118,"Strategy, Adventure, Indie"
No King No Kingdom VR,Win,22,0,0,None,"16 Feb, 2020","8,19€",0,"8,19€",Action,https://store.steampowered.com/app/946700/No_King_No_Kingdom_VR/?snr=1_7_7_240_150_118,"Action, Strategy, Indie"
Forebearers,Win,83,0,0,None,"12 Apr, 2019","16,79€",0,"16,79€",Strategy,https://store.steampowered.com/app/923590/Forebearers/?snr=1_7_7_240_150_118,"Strategy, City Builder, Indie"
Second Second,Win,89,0,0,None,"11 Jul, 2019","13,29€",0,"13,29€",Roguelike Deckbuilder,https://store.steampowered.com/app/918430/Second_Second/?snr=1_7_7_240_150_118,"Roguelike Deckbuilder, Strategy, Roguelite"
Jane's Realty,Win,12,0,0,None,"21 Oct, 2015","2,99€",0,"2,99€",Adventure,https://store.steampowered.com/app/412440/Janes_Realty/?snr=1_7_7_240_150_118,"Adventure, Casual, Simulation"
Unsung Knight,Win,17,0,0,None,"15 Jul, 2021","1,59€",0,"1,59€",Strategy,https://store.steampowered.com/app/1551050/Unsung_Knight/?snr=1_7_7_240_150_118,"Strategy, Card Battler, Deckbuilding"
Euclidean Skies,Win,39,0,0,None,"5 Feb, 2019","3,99€",0,"3,99€",Indie,https://store.steampowered.com/app/983980/Euclidean_Skies/?snr=1_7_7_240_150_118,"Indie, Adventure, Strategy"
Millidor,Win,153,0,0,None,"16 Mar, 2018",0,None,0,Free to Play,https://store.steampowered.com/app/699040/Millidor/?snr=1_7_7_240_150_118,"Free to Play, Massively Multiplayer, Strategy"
Chains,"Win, Mac",393,393,73,Mostly Positive,"1 Jul, 2009","2,99€",0,"2,99€",Match 3,https://store.steampowered.com/app/11360/Chains/?snr=1_7_7_240_150_118,"Match 3, Puzzle, Arcade"
OTTTD Demo,"Win, Mac",20,20,75,Mostly Positive,"6 Aug, 2014",0,None,0,Indie,https://store.steampowered.com/app/312630/OTTTD/?snr=1_7_7_240_150_118,"Indie, Strategy, Tower Defense"
The Wall,Win,363,363,73,Mostly Positive,"2 Nov, 2018",0,None,0,Early Access,https://store.steampowered.com/app/719200/The_Wall/?snr=1_7_7_240_150_118,"Early Access, FPS, Wargame"
Heroes of Eldemor,Win,76,76,71,Mostly Positive,"25 May, 2021",0,None,0,Multiplayer,https://store.steampowered.com/app/1568730/Heroes_of_Eldemor/?snr=1_7_7_240_150_118,"Multiplayer, Medieval, Sandbox"
Assignment 42,"Win, Mac",21,21,71,Mostly Positive,"28 Jul, 2021",0,None,0,Early Access,https://store.steampowered.com/app/1641580/Assignment_42/?snr=1_7_7_240_150_118,"Early Access, Puzzle, Robots"
REVN,Win,66,66,71,Mostly Positive,"8 Nov, 2021",0,None,0,Early Access,https://store.steampowered.com/app/919010/REVN/?snr=1_7_7_240_150_118,"Early Access, MOBA, Third-Person Shooter"
Burg,Win,959,959,77,Mostly Positive,Jul 2022,0,None,0,Multiplayer,https://store.steampowered.com/app/1959960/Burg/?snr=1_7_7_240_150_118,"Multiplayer, Action, PvP"
Setr's Auto Battler,"Win, Mac, Linux",19,19,73,Mostly Positive,"24 Dec, 2021",0,None,0,Free to Play,https://store.steampowered.com/app/1824830/Setrs_Auto_Battler/?snr=1_7_7_240_150_118,"Free to Play, Casual, Auto Battler"
Orch Star,Win,15,0,0,None,"15 Aug, 2018","14,99€",0,"14,99€",Action,https://store.steampowered.com/app/727100/Orch_Star/?snr=1_7_7_240_150_118,"Action, Indie, Strategy"
Aetherspace,Win,72,0,0,None,"3 Jul, 2017",0,None,0,Free to Play,https://store.steampowered.com/app/659900/Aetherspace/?snr=1_7_7_240_150_118,"Free to Play, Indie, Strategy"
Siege of Centauri,Win,317,0,0,None,"12 Sep, 2019","14,79€",0,"14,79€",Tower Defense,https://store.steampowered.com/app/524010/Siege_of_Centauri/?snr=1_7_7_240_150_118,"Tower Defense, Real Time Tactics, PvE"
Fantastic Checkers 2,Win,14,0,0,None,"18 Aug, 2016","0,79€",0,"0,79€",Casual,https://store.steampowered.com/app/514480/Fantastic_Checkers_2/?snr=1_7_7_240_150_118,"Casual, Strategy, Board Game"
Axis Football 2018,"Win, Linux",125,0,0,None,"14 Sep, 2018","4,99€",0,"4,99€",Simulation,https://store.steampowered.com/app/932980/Axis_Football_2018/?snr=1_7_7_240_150_118,"Simulation, Sports, Strategy"
Shepherds of the Abyss,Win,19,0,0,None,"18 Nov, 2016","5,99€",0,"5,99€",Tower Defense,https://store.steampowered.com/app/438300/Shepherds_of_the_Abyss/?snr=1_7_7_240_150_118,"Tower Defense, Action, RPG"
SkyBoats,"Win, Mac, Linux",10,0,0,None,"23 Aug, 2016","7,99€",0,"7,99€",Strategy,https://store.steampowered.com/app/510780/SkyBoats/?snr=1_7_7_240_150_118,"Strategy, Turn-Based, Procedural Generation"
Just Sign!,Win,14,14,78,Mostly Positive,"26 Aug, 2022","4,99€",0,"4,99€",Time Management,https://store.steampowered.com/app/2062910/Just_Sign/?snr=1_7_7_240_150_118,"Time Management, Online Co-Op, Co-op"
Atmocity,"Win, Mac, Linux",19,0,0,None,"30 Jul, 2019","9,99€",0,"9,99€",Indie,https://store.steampowered.com/app/779380/Atmocity/?snr=1_7_7_240_150_118,"Indie, Simulation, Strategy"
DayD: Through time. Jurassic Rush,Win,14,0,0,None,"17 Jul, 2018","4,99€",0,"4,99€",Indie,https://store.steampowered.com/app/869560/DayD_Through_time_Jurassic_Rush/?snr=1_7_7_240_150_118,"Indie, Casual, Strategy"
忍者村大战2,Win,290,0,0,None,Jan 2018,0,None,0,Free to Play,https://store.steampowered.com/app/754350/2/?snr=1_7_7_240_150_118,"Free to Play, Action, Massively Multiplayer"
Beastrun,"Win, Mac",33,0,0,None,"28 Jun, 2021","4,99€",0,"4,99€",Asynchronous Multiplayer,https://store.steampowered.com/app/1669050/Beastrun/?snr=1_7_7_240_150_118,"Asynchronous Multiplayer, Auto Battler, Party-Based RPG"
Space Tower Defense,Win,22,0,0,None,"9 Sep, 2021","0,99€",0,"0,99€",Adventure,https://store.steampowered.com/app/1724020/Space_Tower_Defense/?snr=1_7_7_240_150_118,"Adventure, Casual, Simulation"
Handball Manager - TEAM,Win,13,0,0,None,"5 May, 2017","6,89€",0,"6,89€",Simulation,https://store.steampowered.com/app/623860/Handball_Manager__TEAM/?snr=1_7_7_240_150_118,"Simulation, Sports, Strategy"
Dropzone,Win,864,0,0,None,"15 Feb, 2017",0,None,0,Free to Play,https://store.steampowered.com/app/572520/Dropzone/?snr=1_7_7_240_150_118,"Free to Play, Strategy, MOBA"
问道仙途,Win,35,0,0,None,"2 Jul, 2020","2,39€",0,"2,39€",Casual,https://store.steampowered.com/app/1348510/_/?snr=1_7_7_240_150_118,"Casual, Strategy, RPG"
Blame Him,Win,149,0,0,None,"2 Jun, 2019","14,79€",0,"14,79€",Action,https://store.steampowered.com/app/950400/Blame_Him/?snr=1_7_7_240_150_118,"Action, Adventure, Indie"
Graywalkers: Purgatory,"Win, Linux",12,0,0,None,"15 Jan, 2020","20,99€",0,"20,99€",RPG,https://store.steampowered.com/app/1003370/Graywalkers_Purgatory/?snr=1_7_7_240_150_118,"RPG, Strategy, Adventure"
Panzer Warfare,"Win, Mac, Linux",49,0,0,None,"25 Aug, 2016","1,99€",0,"1,99€",Early Access,https://store.steampowered.com/app/513880/Panzer_Warfare/?snr=1_7_7_240_150_118,"Early Access, Casual, Action"
Tower Defense - Fantasy Legends Tower Game,Win,40,0,0,None,"22 Mar, 2017","4,99€",0,"4,99€",Tower Defense,https://store.steampowered.com/app/599900/Tower_Defense__Fantasy_Legends_Tower_Game/?snr=1_7_7_240_150_118,"Tower Defense, Casual, Indie"
Tactical Soccer The New Season,"Win, Mac",16,0,0,None,"20 Nov, 2015","8,99€",0,"8,99€",Sports,https://store.steampowered.com/app/400380/Tactical_Soccer_The_New_Season/?snr=1_7_7_240_150_118,"Sports, Indie, Simulation"
Displaced,"Win, Mac",89,0,0,None,"26 Jul, 2017","5,99€",0,"5,99€",Indie,https://store.steampowered.com/app/615970/Displaced/?snr=1_7_7_240_150_119,"Indie, Adventure, Strategy"
Tower Defense - Fantasy Legends Tower Game,Win,40,0,0,None,"22 Mar, 2017","4,99€",0,"4,99€",Tower Defense,https://store.steampowered.com/app/599900/Tower_Defense__Fantasy_Legends_Tower_Game/?snr=1_7_7_240_150_119,"Tower Defense, Casual, Indie"
Sentinel,"Win, Mac, Linux",82,0,0,None,"22 Apr, 2014",0,None,0,Indie,https://store.steampowered.com/app/293200/Sentinel/?snr=1_7_7_240_150_119,"Indie, Strategy, Tower Defense"
Lords of War,Win,44,0,0,None,"26 Dec, 2018",0,None,0,Action,https://store.steampowered.com/app/668610/Lords_of_War/?snr=1_7_7_240_150_119,"Action, Strategy, Indie"
PlayUSA,Win,45,0,0,None,"20 Mar, 2018",0,None,0,Indie,https://store.steampowered.com/app/724110/PlayUSA/?snr=1_7_7_240_150_119,"Indie, Strategy, Board Game"
MiniState,"Win, Mac, Linux",,0,0,None,"20 Feb, 2020",0,None,0,Massively Multiplayer,https://store.steampowered.com/app/842660/MiniState/?snr=1_7_7_240_150_119,"Massively Multiplayer, Strategy, Indie"
Tanks VR,Win,23,0,0,None,"6 Apr, 2018","9,99€",0,"9,99€",Action,https://store.steampowered.com/app/636620/Tanks_VR/?snr=1_7_7_240_150_119,"Action, Early Access, Simulation"
Streamline,Win,17,0,0,None,"2 Sep, 2015","2,39€",0,"2,39€",Action,https://store.steampowered.com/app/393660/Streamline/?snr=1_7_7_240_150_119,"Action, Strategy, Indie"
Indie Dev Simulator,"Win, Mac",71,0,0,None,"30 May, 2020","5,69€",0,"5,69€",Simulation,https://store.steampowered.com/app/945140/Indie_Dev_Simulator/?snr=1_7_7_240_150_119,"Simulation, Strategy, Indie"
GREEN The Life Algorithm,Win,13,0,0,None,"21 Nov, 2019","4,99€",0,"4,99€",Action,https://store.steampowered.com/app/1037090/GREEN_The_Life_Algorithm/?snr=1_7_7_240_150_119,"Action, Indie, Adventure"
Gear City Against Chaos,Win,20,0,0,None,"15 Nov, 2019","0,79€",0,"0,79€",Action,https://store.steampowered.com/app/1069710/Gear_City_Against_Chaos/?snr=1_7_7_240_150_119,"Action, Early Access, Strategy"
Gunhouse,Win,17,0,0,None,"6 Feb, 2020","5,99€",0,"5,99€",Strategy,https://store.steampowered.com/app/704110/Gunhouse/?snr=1_7_7_240_150_119,"Strategy, Puzzle, Tower Defense"
Blueprint Word,Win,15,0,0,None,"17 Jun, 2018","1,59€",0,"1,59€",Indie,https://store.steampowered.com/app/870180/Blueprint_Word/?snr=1_7_7_240_150_119,"Indie, Casual, Strategy"
Rugby Union Team Manager 3,"Win, Mac",59,0,0,None,"8 Oct, 2020","32,99€",0,"32,99€",Rugby,https://store.steampowered.com/app/1314410/Rugby_Union_Team_Manager_3/?snr=1_7_7_240_150_119,"Rugby, Sports, Simulation"
魔物讨伐团,"Win, Mac",292,0,0,None,"15 Aug, 2018","10,79€",0,"10,79€",Strategy,https://store.steampowered.com/app/905690/_/?snr=1_7_7_240_150_119,"Strategy, Indie, RPG"
九州风流,Win,38,0,0,None,"11 Nov, 2022","7,39€",0,"7,39€",Early Access,https://store.steampowered.com/app/1828540/_/?snr=1_7_7_240_150_119,"Early Access, Strategy, RPG"
Downtown Mafia: Gang Wars,"Win, Mac, Linux",123,0,0,None,"25 Jul, 2018",0,None,0,Free to Play,https://store.steampowered.com/app/889730/Downtown_Mafia_Gang_Wars/?snr=1_7_7_240_150_119,"Free to Play, Massively Multiplayer, Strategy"
WizardCraft,Win,26,0,0,None,27 mai 2016,"2,39€",0,"2,39€",Indépendant,https://store.steampowered.com/app/451900/WizardCraft/?snr=1_7_7_240_150_119,"Indépendant, Stratégie, RPG"
Warlike,"Win, Mac, Linux",24,0,0,None,"10 Jun, 2021","3,29€",0,"3,29€",Strategy,https://store.steampowered.com/app/1599150/Warlike/?snr=1_7_7_240_150_119,"Strategy, Adventure, Roguelike"
Messiah,Win,36,0,0,None,"16 Jan, 2017","14,99€",0,"14,99€",Action,https://store.steampowered.com/app/577980/Messiah/?snr=1_7_7_240_150_119,"Action, Adventure, Strategy"
Paperback Vol. 2,Win,11,0,0,None,"14 Jul, 2022","5,69€",0,"5,69€",Casual,https://store.steampowered.com/app/2017460/Paperback_Vol_2/?snr=1_7_7_240_150_119,"Casual, Strategy, Tabletop"
中国战疫,Win,33,33,78,Mostly Positive,"22 Jan, 2022","9,75€",0,"9,75€",Outbreak Sim,https://store.steampowered.com/app/1731360/_/?snr=1_7_7_240_150_119,"Outbreak Sim, Medical Sim, Simulation"
Dwarven Skykeep,"Win, Mac",67,0,0,None,"1 Dec, 2022","19,50€",0,"19,50€",Base Building,https://store.steampowered.com/app/1076120/Dwarven_Skykeep/?snr=1_7_7_240_150_119,"Base Building, Resource Management, Deckbuilding"
幸运麻将,Win,423,0,0,None,"18 Aug, 2022",0,None,0,Casual,https://store.steampowered.com/app/1812780/_/?snr=1_7_7_240_150_119,"Casual, Sports, Simulation"
AOForever - Nosetu.com,Win,30,30,80,Positive,"4 Oct, 2022",0,None,0,Adventure,https://store.steampowered.com/app/2119530/AOForever__Nosetucom/?snr=1_7_7_240_150_119,"Adventure, RPG, Simulation"
Space Travel Jigsaw Puzzles,"Win, Mac",18,18,94,Positive,"7 Oct, 2020",0,None,0,Casual,https://store.steampowered.com/app/1406930/Space_Travel_Jigsaw_Puzzles/?snr=1_7_7_240_150_119,"Casual, Puzzle, Relaxing"
Rekindle,Win,11,11,81,Positive,"25 Sep, 2021",0,None,0,Sokoban,https://store.steampowered.com/app/1594170/Rekindle/?snr=1_7_7_240_150_119,"Sokoban, Puzzle, Sci-fi"
Techwars Deathmatch,Win,14,0,0,None,"17 Apr, 2018","3,99€",0,"3,99€",Strategy,https://store.steampowered.com/app/835600/Techwars_Deathmatch/?snr=1_7_7_240_150_119,"Strategy, Action, Indie"
Happy Empire - A Bouquet for the Princess,Win,67,0,0,None,"14 Jan, 2018","4,99€",0,"4,99€",Casual,https://store.steampowered.com/app/544790/Happy_Empire__A_Bouquet_for_the_Princess/?snr=1_7_7_240_150_119,"Casual, Indie, Strategy"
Retro Football Boss,"Win, Mac",32,0,0,None,"12 Sep, 2016","11,99€",0,"11,99€",Simulation,https://store.steampowered.com/app/511790/Retro_Football_Boss/?snr=1_7_7_240_150_119,"Simulation, Football (Soccer), Early Access"
Nova-111,"Win, Mac",48,48,79,Mostly Positive,"25 Aug, 2015","3,99€",0,"3,99€",Singleplayer,https://store.steampowered.com/app/325370/Nova111/?snr=1_7_7_240_150_119,"Singleplayer, Sci-fi, Action Roguelike"
RoBros,Win,77,0,0,None,"14 Jun, 2017",0,None,0,Free to Play,https://store.steampowered.com/app/647000/RoBros/?snr=1_7_7_240_150_119,"Free to Play, Strategy, Action"
黑暗之岛,"Win, Mac",14,0,0,None,"3 Feb, 2020","5,69€",0,"5,69€",Strategy,https://store.steampowered.com/app/1175320/_/?snr=1_7_7_240_150_119,"Strategy, Adventure, RPG"
Tower VR,Win,38,0,0,None,"9 Aug, 2019",0,None,0,Free to Play,https://store.steampowered.com/app/1124070/Tower_VR/?snr=1_7_7_240_150_119,"Free to Play, Strategy, Casual"
GearStorm - Armored Survival,"Win, Mac",64,0,0,None,"20 Nov, 2019","9,99€",0,"9,99€",Action,https://store.steampowered.com/app/393800/GearStorm__Armored_Survival/?snr=1_7_7_240_150_119,"Action, Casual, Indie"
IWO: Bloodbath in the Bonins,"Win, Mac",13,0,0,None,"19 May, 2016","9,99€",0,"9,99€",Strategy,https://store.steampowered.com/app/462070/IWO_Bloodbath_in_the_Bonins/?snr=1_7_7_240_150_119,"Strategy, World War II"
Wargame: European Escalation - New Battlefields,Win,21,0,0,None,"12 Apr, 2012",0,None,0,Strategy,https://store.steampowered.com/app/58645/Wargame_European_Escalation__New_Battlefields/?snr=1_7_7_240_150_119,Strategy
Wargame: European Escalation - Fatal Error,Win,18,0,0,None,"14 Nov, 2012",0,None,0,Strategy,https://store.steampowered.com/app/58643/Wargame_European_Escalation__Fatal_Error/?snr=1_7_7_240_150_119,Strategy
Wargame: Red Dragon - Russian Roulette [10vs10 Map],"Win, Mac, Linux",73,0,0,None,"8 Nov, 2016",0,None,0,Strategy,https://store.steampowered.com/app/552090/Wargame_Red_Dragon__Russian_Roulette_10vs10_Map/?snr=1_7_7_240_150_119,Strategy
"Warhammer 40,000: Dawn of War II - Retribution - Ridiculously Bloody Blood Pack","Win, Mac, Linux",135,0,0,None,"29 Oct, 2015","1,99€",0,"1,99€",Strategy,https://store.steampowered.com/app/378040/Warhammer_40000_Dawn_of_War_II__Retribution__Ridiculously_Bloody_Blood_Pack/?snr=1_7_7_240_150_119,Strategy
"Warhammer 40,000: Dawn of War II - Retribution - The Last Stand Tau Commander","Win, Mac, Linux",24,0,0,None,"20 Oct, 2011","9,99€",0,"9,99€",Strategy,https://store.steampowered.com/app/56493/Warhammer_40000_Dawn_of_War_II__Retribution__The_Last_Stand_Tau_Commander/?snr=1_7_7_240_150_119,"Strategy, Warhammer 40K"
CoH 2 - Soviet Commander: Counterattack Tactics,"Win, Mac, Linux",15,0,0,None,"7 Nov, 2013","11,99€",0,"11,99€",Strategy,https://store.steampowered.com/app/249081/CoH_2__Soviet_Commander_Counterattack_Tactics/?snr=1_7_7_240_150_119,Strategy
Cossacks 3: Digital Deluxe Upgrade,"Win, Linux",44,0,0,None,"20 Sep, 2016","11,99€",0,"11,99€",Strategy,https://store.steampowered.com/app/523011/Cossacks_3_Digital_Deluxe_Upgrade/?snr=1_7_7_240_150_119,Strategy
Empire: Total War™ - The Warpath Campaign,"Win, Mac, Linux",110,0,0,None,"5 Oct, 2009","24,99€",0,"24,99€",Strategy,https://store.steampowered.com/app/10606/Empire_Total_War__The_Warpath_Campaign/?snr=1_7_7_240_150_119,Strategy
Total War: ROME REMASTERED - Enhanced Graphics Pack,"Win, Mac, Linux",61,0,0,None,"29 Apr, 2021",0,None,0,Strategy,https://store.steampowered.com/app/1419050/Total_War_ROME_REMASTERED__Enhanced_Graphics_Pack/?snr=1_7_7_240_150_119,Strategy
Total War: SHOGUN 2 - Dragon War Battle Pack,"Win, Mac, Linux",120,0,0,None,"1 May, 2012","5,99€",0,"5,99€",Strategy,https://store.steampowered.com/app/201277/Total_War_SHOGUN_2__Dragon_War_Battle_Pack/?snr=1_7_7_240_150_119,Strategy
Total War Saga: FALL OF THE SAMURAI – The Tsu Faction Pack,"Win, Mac, Linux",13,0,0,None,"30 May, 2012","29,99€",0,"29,99€",Strategy,https://store.steampowered.com/app/201275/Total_War_Saga_FALL_OF_THE_SAMURAI__The_Tsu_Faction_Pack/?snr=1_7_7_240_150_119,Strategy
Total War Saga: FALL OF THE SAMURAI – The Sendai Faction Pack,"Win, Mac, Linux",14,0,0,None,"30 May, 2012","29,99€",0,"29,99€",Strategy,https://store.steampowered.com/app/201276/Total_War_Saga_FALL_OF_THE_SAMURAI__The_Sendai_Faction_Pack/?snr=1_7_7_240_150_119,Strategy
Embark,Win,346,0,0,None,"18 Apr, 2019","20,99€",0,"20,99€",Colony Sim,https://store.steampowered.com/app/1055090/Embark/?snr=1_7_7_240_150_119,"Colony Sim, Base Building, Strategy"
Spellsword Cards: Demontide,Win,69,0,0,None,"7 Mar, 2019","5,89€",0,"5,89€",Roguelike Deckbuilder,https://store.steampowered.com/app/801210/Spellsword_Cards_Demontide/?snr=1_7_7_240_150_119,"Roguelike Deckbuilder, Indie, Card Game"
Freight Simulator,Win,39,0,0,None,"21 May, 2020","4,99€",0,"4,99€",Casual,https://store.steampowered.com/app/1208950/Freight_Simulator/?snr=1_7_7_240_150_119,"Casual, Simulation, Indie"
Hot Dodge!,Win,11,11,90,Positive,"31 Jan, 2021","0,79€",0,"0,79€",Action,https://store.steampowered.com/app/1509720/Hot_Dodge/?snr=1_7_7_240_150_119,"Action, Casual, Survival"
Devil's Deck,Win,207,0,0,None,24 mars 2022,"12,49€",0,"12,49€",Création de decks roguelike,https://store.steampowered.com/app/1093320/Devils_Deck/?snr=1_7_7_240_150_119,"Création de decks roguelike, Indépendant, RPG"
Multishop Tycoon Deluxe,Win,19,0,0,None,"10 Mar, 2017","5,69€",0,"5,69€",Simulation,https://store.steampowered.com/app/568780/Multishop_Tycoon_Deluxe/?snr=1_7_7_240_150_119,"Simulation, Resource Management, Casual"
Underland: The Climb,Win,40,40,97,Positive,"23 Apr, 2021","1,99€",0,"1,99€",Dungeon Crawler,https://store.steampowered.com/app/1592340/Underland_The_Climb/?snr=1_7_7_240_150_119,"Dungeon Crawler, Destruction, Lemmings"
UFO Online: Invasion,Win,587,0,0,None,"8 Jun, 2016",0,None,0,Free to Play,https://store.steampowered.com/app/442810/UFO_Online_Invasion/?snr=1_7_7_240_150_119,"Free to Play, Massively Multiplayer, RPG"
Reach for the Sun,Win,274,0,0,None,"7 Nov, 2013","4,99€",0,"4,99€",Casual,https://store.steampowered.com/app/248290/Reach_for_the_Sun/?snr=1_7_7_240_150_119,"Casual, Simulation, Indie"
God Awe-full Clicker,Win,370,0,0,None,"19 Sep, 2018",0,None,0,Free to Play,https://store.steampowered.com/app/625860/God_Awefull_Clicker/?snr=1_7_7_240_150_119,"Free to Play, Idler, Clicker"
Of Guards And Thieves - Permanent Gold Account,Win,48,48,83,Positive,"8 Dec, 2016","8,99€",0,"8,99€",Indie,https://store.steampowered.com/app/500290/Of_Guards_And_Thieves__Permanent_Gold_Account/?snr=1_7_7_240_150_119,"Indie, Action, Free to Play"
Football Drama,"Win, Mac",63,0,0,None,"18 Sep, 2019","9,99€",0,"9,99€",Indie,https://store.steampowered.com/app/876190/Football_Drama/?snr=1_7_7_240_150_119,"Indie, Sports, Strategy"
The Witch's Garden,Win,111,0,0,None,"12 Jun, 2022",0,None,0,Casual,https://store.steampowered.com/app/1929670/The_Witchs_Garden/?snr=1_7_7_240_150_119,"Casual, Simulation, Strategy"
Red Crucible: Phoenix Rising,"Win, Mac",18,0,0,None,"7 Sep, 2023",0,None,0,Early Access,https://store.steampowered.com/app/2279580/Red_Crucible_Phoenix_Rising/?snr=1_7_7_240_150_119,"Early Access, Action, Simulation"
Magic Technology,Win,18,0,0,None,"29 Jan, 2018","2,39€",0,"2,39€",Indie,https://store.steampowered.com/app/614660/Magic_Technology/?snr=1_7_7_240_150_119,"Indie, Strategy, Tower Defense"
From Village to Empire,"Win, Linux",34,0,0,None,"25 May, 2018",0,None,0,Strategy,https://store.steampowered.com/app/791400/From_Village_to_Empire/?snr=1_7_7_240_150_119,"Strategy, Early Access, Indie"
Sigma Draconis,"Win, Linux",19,0,0,None,"10 Apr, 2021","8,99€",0,"8,99€",Strategy,https://store.steampowered.com/app/1243360/Sigma_Draconis/?snr=1_7_7_240_150_119,"Strategy, Indie, Simulation"
Farlight Explorers,Win,185,0,0,None,"1 Feb, 2019","9,99€",0,"9,99€",Indie,https://store.steampowered.com/app/352430/Farlight_Explorers/?snr=1_7_7_240_150_119,"Indie, Building, Sandbox"
Line Dots,"Win, Mac",23,23,95,Positive,"27 Aug, 2020","0,79€",0,"0,79€",Casual,https://store.steampowered.com/app/1388090/Line_Dots/?snr=1_7_7_240_150_119,"Casual, Puzzle, Point & Click"
Find & Destroy: Tank Strategy,"Win, Mac, Linux",119,0,0,None,"12 Jun, 2018",0,None,0,Free to Play,https://store.steampowered.com/app/838510/Find__Destroy_Tank_Strategy/?snr=1_7_7_240_150_119,"Free to Play, Strategy, Massively Multiplayer"
Until the Last Plane,"Win, Mac",93,0,0,None,"4 Mar, 2021","9,99€",0,"9,99€",Management,https://store.steampowered.com/app/1240550/Until_the_Last_Plane/?snr=1_7_7_240_150_119,"Management, Strategy, Minigames"
小镇放置修仙,Win,22,0,0,None,"21 Feb, 2020","1,59€",0,"1,59€",Strategy,https://store.steampowered.com/app/1227250/_/?snr=1_7_7_240_150_119,"Strategy, RPG, Indie"
Perfect Decision,Win,20,0,0,None,"3 Feb, 2021","4,99€",0,"4,99€",Casual,https://store.steampowered.com/app/1478440/Perfect_Decision/?snr=1_7_7_240_150_119,"Casual, Simulation, Strategy"
Airship Asunder,Win,10,0,0,None,"21 Jul, 2016","9,75€",0,"9,75€",Action,https://store.steampowered.com/app/474730/Airship_Asunder/?snr=1_7_7_240_150_119,"Action, Adventure, Strategy"
