Games name,Platforms,Reviewers,,Positive percent,Comment,Released,Price,Discount,Discounted price,Type,URL,All_tags
The Escapists - Fhurst Peak Correctional Facility,"Win, Mac, Linux",135,135,94,Very Positive,"13 Feb, 2015","0,99€",0,"0,99€",Strategy,https://store.steampowered.com/app/349310/The_Escapists__Fhurst_Peak_Correctional_Facility/?snr=1_7_7_240_150_31,"Strategy, Action, Adventure"
Rising Storm 2: Vietnam - Homeland Security Cosmetic DLC,Win,46,46,93,Positive,"25 Jul, 2018","6,59€",0,"6,59€",Strategy,https://store.steampowered.com/app/794345/Rising_Storm_2_Vietnam__Homeland_Security_Cosmetic_DLC/?snr=1_7_7_240_150_31,"Strategy, Action, Massively Multiplayer"
Graviteam Tactics: Grim of Death,Win,11,11,100,Positive,"20 Feb, 2020","12,49€",0,"12,49€",Strategy,https://store.steampowered.com/app/1246030/Graviteam_Tactics_Grim_of_Death/?snr=1_7_7_240_150_31,"Strategy, Simulation, War"
Time Break Chronicles,Win,147,147,91,Very Positive,"1 Sep, 2020","12,49€",0,"12,49€",Early Access,https://store.steampowered.com/app/1393500/Time_Break_Chronicles/?snr=1_7_7_240_150_31,"Early Access, Roguelite, JRPG"
Arcanium: Rise of Akhan,Win,559,559,81,Very Positive,"21 Sep, 2022","19,50€",0,"19,50€",Loot,https://store.steampowered.com/app/1056840/Arcanium_Rise_of_Akhan/?snr=1_7_7_240_150_31,"Loot, Trading Card Game, Tactical RPG"
Dungeons & Dragons - Stronghold: Kingdom Simulator,Win,25,25,88,Positive,"29 Mar, 2022","4,99€",0,"4,99€",Strategy,https://store.steampowered.com/app/1904650/Dungeons__Dragons__Stronghold_Kingdom_Simulator/?snr=1_7_7_240_150_31,"Strategy, Management, Dungeons & Dragons"
DROD: Gunthro and the Epic Blunder,"Win, Mac, Linux",97,97,90,Very Positive,"23 Sep, 2016","9,99€",0,"9,99€",Indie,https://store.steampowered.com/app/314330/DROD_Gunthro_and_the_Epic_Blunder/?snr=1_7_7_240_150_31,"Indie, Puzzle, Turn-Based"
Natural Selection 2 - B.M.A.C. Supporter Pack,Win,12,12,100,Positive,"14 Nov, 2019","8,19€",0,"8,19€",Strategy,https://store.steampowered.com/app/1183100/Natural_Selection_2__BMAC_Supporter_Pack/?snr=1_7_7_240_150_31,"Strategy, Action, Indie"
My Lovely Wife,Win,505,505,76,Mostly Positive,"8 Jun, 2022","14,99€",0,"14,99€",Fantasy,https://store.steampowered.com/app/1251930/My_Lovely_Wife/?snr=1_7_7_240_150_31,"Fantasy, Gothic, Atmospheric"
Field of Glory II: Medieval - Rise of the Swiss,Win,10,10,100,Positive,"19 May, 2022","14,79€",0,"14,79€",Strategy,https://store.steampowered.com/app/1882110/Field_of_Glory_II_Medieval__Rise_of_the_Swiss/?snr=1_7_7_240_150_31,"Strategy, Simulation"
Runic Survivor,Win,177,177,73,Mostly Positive,"30 Sep, 2022","2,39€",0,"2,39€",Early Access,https://store.steampowered.com/app/2116920/Runic_Survivor/?snr=1_7_7_240_150_31,"Early Access, Action, Casual"
Party Hard 2 OST,Music,20,20,90,Positive,"25 Oct, 2018","7,79€",None,0,Strategy,https://store.steampowered.com/app/964370/Party_Hard_2_OST/?snr=1_7_7_240_150_31,"Strategy, Action, Adventure"
Linelith,"Win, Mac, Linux",443,443,98,Very Positive,"19 May, 2022","2,99€",0,"2,99€",Casual,https://store.steampowered.com/app/1923790/Linelith/?snr=1_7_7_240_150_31,"Casual, Puzzle, Strategy"
Time Bandit – Part 1: Appendages of the Machine,"Win, Mac",32,32,100,Positive,"24 Jul, 2023","9,75€",None,0,Real-Time,https://store.steampowered.com/app/1481910/Time_Bandit__Part_1_Appendages_of_the_Machine/?snr=1_7_7_240_150_31,"Real-Time, Adventure, Narrative"
Unlasting Horror,Win,58,0,0,None,"4 Feb, 2021","11,79€",0,"11,79€",FPS,https://store.steampowered.com/app/604230/Unlasting_Horror/?snr=1_7_7_240_150_31,"FPS, Puzzle, PvP"
Sea Salt,Win,508,508,78,Mostly Positive,"17 Oct, 2019","14,99€",0,"14,99€",Action,https://store.steampowered.com/app/983350/Sea_Salt/?snr=1_7_7_240_150_31,"Action, Indie, Adventure"
Marvel's Midnight Suns - The Hunger,Win,42,42,78,Mostly Positive,"21 Mar, 2023","14,99€",0,"14,99€",Strategy,https://store.steampowered.com/app/1922633/Marvels_Midnight_Suns__The_Hunger/?snr=1_7_7_240_150_31,"Strategy, RPG"
Renowned Explorers: More To Explore,"Win, Mac, Linux",45,45,93,Positive,"31 May, 2016","7,49€",0,"7,49€",Strategy,https://store.steampowered.com/app/460390/Renowned_Explorers_More_To_Explore/?snr=1_7_7_240_150_31,"Strategy, Adventure, RPG"
Skyworld,Win,214,214,80,Very Positive,"17 Oct, 2017","24,99€",0,"24,99€",Strategy,https://store.steampowered.com/app/342190/Skyworld/?snr=1_7_7_240_150_31,"Strategy, Indie, VR"
Supreme Ruler The Great War,"Win, Mac",97,0,0,None,"1 Aug, 2017","69,97€",75,"17,49€",World War I,https://store.steampowered.com/app/600280/Supreme_Ruler_The_Great_War/?snr=1_7_7_240_150_31,"World War I, Hex Grid, Alternate History"
Sniper Elite: Nazi Zombie Army 2,Win,2893,2893,84,Very Positive,"31 Oct, 2013","14,79€",0,"14,79€",Zombies,https://store.steampowered.com/app/247910/Sniper_Elite_Nazi_Zombie_Army_2/?snr=1_7_7_240_150_31,"Zombies, Action, Co-op"
Path of Giants,"Win, Mac",309,309,98,Very Positive,"14 Feb, 2020","7,39€",0,"7,39€",Indie,https://store.steampowered.com/app/1181400/Path_of_Giants/?snr=1_7_7_240_150_31,"Indie, Casual, Adventure"
Battlefleet Gothic: Armada - Space Marines,Win,74,74,77,Mostly Positive,"21 Jun, 2016","3,99€",0,"3,99€",Strategy,https://store.steampowered.com/app/462260/Battlefleet_Gothic_Armada__Space_Marines/?snr=1_7_7_240_150_31,"Strategy, Warhammer 40K"
Waronoi,Win,37,37,100,Positive,"20 Dec, 2020","12,49€",0,"12,49€",Strategy,https://store.steampowered.com/app/1444550/Waronoi/?snr=1_7_7_240_150_31,"Strategy, RTS, Wargame"
Sonny,"Win, Mac",380,0,0,None,"17 Apr, 2017","4,99€",0,"4,99€",RPG,https://store.steampowered.com/app/586750/Sonny/?snr=1_7_7_240_150_31,"RPG, Indie, Strategy"
Solar Settlers,"Win, Mac, Linux",267,267,95,Very Positive,"21 Jul, 2017","8,99€",0,"8,99€",Strategy,https://store.steampowered.com/app/655480/Solar_Settlers/?snr=1_7_7_240_150_31,"Strategy, Card Game, Turn-Based"
Armoured Commander II,Win,393,393,98,Very Positive,"4 Sep, 2021","9,99€",0,"9,99€",Tanks,https://store.steampowered.com/app/1292020/Armoured_Commander_II/?snr=1_7_7_240_150_31,"Tanks, World War II, Roguelike"
Hell Architect,"Win, Mac",301,0,0,None,"18 Aug, 2021","20,99€",0,"20,99€",City Builder,https://store.steampowered.com/app/1063980/Hell_Architect/?snr=1_7_7_240_150_31,"City Builder, Colony Sim, Base Building"
Drive on Moscow,Win,76,76,80,Very Positive,"27 Oct, 2016","9,75€",0,"9,75€",Strategy,https://store.steampowered.com/app/520610/Drive_on_Moscow/?snr=1_7_7_240_150_31,"Strategy, World War II, Turn-Based"
Orcs Must Die! - Lost Adventures,Win,46,46,86,Positive,"8 Nov, 2011","2,99€",0,"2,99€",Indie,https://store.steampowered.com/app/102623/Orcs_Must_Die__Lost_Adventures/?snr=1_7_7_240_150_31,"Indie, Strategy, Action"
Boogeyman,Win,528,528,80,Very Positive,"2 Nov, 2015","4,99€",0,"4,99€",Horror,https://store.steampowered.com/app/412770/Boogeyman/?snr=1_7_7_240_150_31,"Horror, Indie, Psychological Horror"
Pathfinder: Wrath of the Righteous - Through the Ashes,"Win, Mac",332,0,0,None,"21 Apr, 2022","12,99€",0,"12,99€",Strategy,https://store.steampowered.com/app/1889981/Pathfinder_Wrath_of_the_Righteous__Through_the_Ashes/?snr=1_7_7_240_150_31,"Strategy, Adventure, RPG"
Fort Sumter: The Secession Crisis,"Win, Mac",67,67,86,Very Positive,"21 May, 2019","6,59€",0,"6,59€",Board Game,https://store.steampowered.com/app/1041940/Fort_Sumter_The_Secession_Crisis/?snr=1_7_7_240_150_31,"Board Game, Tabletop, Card Game"
The Devil's Calculator,"Win, Mac, Linux",81,81,96,Very Positive,"18 Feb, 2019","2,99€",0,"2,99€",Puzzle,https://store.steampowered.com/app/1014280/The_Devils_Calculator/?snr=1_7_7_240_150_31,"Puzzle, Indie, Logic"
Supreme Ruler 2020 Gold,Win,196,196,81,Very Positive,"9 Jul, 2009","8,99€",0,"8,99€",Modern,https://store.steampowered.com/app/25910/Supreme_Ruler_2020_Gold/?snr=1_7_7_240_150_31,"Modern, Tactical, Management"
Million Monster Militia,Win,22,22,95,Positive,"17 Aug, 2023","4,99€",0,"4,99€",Early Access,https://store.steampowered.com/app/2358770/Million_Monster_Militia/?snr=1_7_7_240_150_31,"Early Access, Roguelike Deckbuilder, Deckbuilding"
Cities: Skylines - Sunny Breeze Radio,"Win, Mac, Linux",20,20,90,Positive,"21 May, 2021","3,99€",None,0,Simulation,https://store.steampowered.com/app/1531473/Cities_Skylines__Sunny_Breeze_Radio/?snr=1_7_7_240_150_31,"Simulation, Strategy"
Takenoko,Win,76,0,0,None,"27 Nov, 2019","9,99€",None,0,Casual,https://store.steampowered.com/app/865160/Takenoko/?snr=1_7_7_240_150_31,"Casual, Strategy, Board Game"
Right and Down,Win,154,154,81,Very Positive,"18 Oct, 2022","9,99€",0,"9,99€",Roguelike,https://store.steampowered.com/app/2008050/Right_and_Down/?snr=1_7_7_240_150_31,"Roguelike, Roguelike Deckbuilder, Deckbuilding"
Nonogram - The Greatest Painter,Win,260,260,89,Very Positive,"22 Mar, 2018","3,99€",0,"3,99€",Casual,https://store.steampowered.com/app/742490/Nonogram__The_Greatest_Painter/?snr=1_7_7_240_150_31,"Casual, Indie, Strategy"
The Valiant,Win,150,0,0,None,"19 Oct, 2022","24,99€",0,"24,99€",Strategy,https://store.steampowered.com/app/959860/The_Valiant/?snr=1_7_7_240_150_31,"Strategy, RTS, Medieval"
Trillion: God of Destruction,Win,329,329,72,Mostly Positive,"7 Nov, 2016","8,19€",0,"8,19€",RPG,https://store.steampowered.com/app/451780/Trillion_God_of_Destruction/?snr=1_7_7_240_150_31,"RPG, Strategy, Anime"
Lords of Football,Win,264,0,0,None,"5 Apr, 2013","14,79€",0,"14,79€",Sports,https://store.steampowered.com/app/230650/Lords_of_Football/?snr=1_7_7_240_150_31,"Sports, Simulation, Strategy"
Automation,Win,25,25,80,Positive,"24 Jan, 2022","12,49€",0,"12,49€",Education,https://store.steampowered.com/app/1698690/Automation/?snr=1_7_7_240_150_31,"Education, Strategy, Puzzle"
Pocket City,"Win, Mac",141,141,95,Very Positive,"21 Aug, 2022","3,29€",0,"3,29€",Casual,https://store.steampowered.com/app/2004440/Pocket_City/?snr=1_7_7_240_150_31,"Casual, Simulation, Strategy"
Warlock 2: The Exiled,"Win, Mac, Linux",893,0,0,None,"10 Apr, 2014","19,99€",0,"19,99€",Strategy,https://store.steampowered.com/app/205990/Warlock_2_The_Exiled/?snr=1_7_7_240_150_31,"Strategy, Fantasy, Turn-Based"
Civil War: 1861,"Win, Mac",20,20,80,Positive,"1 Feb, 2017","9,99€",0,"9,99€",Strategy,https://store.steampowered.com/app/540230/Civil_War_1861/?snr=1_7_7_240_150_31,"Strategy, Turn-Based Strategy, Turn-Based Combat"
女神守护者,Win,453,453,88,Very Positive,"20 Jul, 2023",0,None,0,RPG,https://store.steampowered.com/app/2395620/_/?snr=1_7_7_240_150_31,"RPG, Adventure, Casual"
Tametsi,Win,848,848,96,Overwhelmingly Positive,"18 Oct, 2017","2,35€",0,"2,35€",Puzzle,https://store.steampowered.com/app/709920/Tametsi/?snr=1_7_7_240_150_31,"Puzzle, Indie, Difficult"
Rogue Fable III,"Win, Mac",628,628,94,Very Positive,"22 Dec, 2021","8,19€",0,"8,19€",Traditional Roguelike,https://store.steampowered.com/app/956450/Rogue_Fable_III/?snr=1_7_7_240_150_31,"Traditional Roguelike, Roguelike, RPG"
Phantom Rose,"Win, Mac",702,702,76,Mostly Positive,"7 Aug, 2019","12,49€",0,"12,49€",Roguelike Deckbuilder,https://store.steampowered.com/app/1054550/Phantom_Rose/?snr=1_7_7_240_150_31,"Roguelike Deckbuilder, Indie, Strategy"
Tanto Cuore,"Win, Mac",126,126,90,Very Positive,"11 May, 2021","8,19€",0,"8,19€",Anime,https://store.steampowered.com/app/1441230/Tanto_Cuore/?snr=1_7_7_240_150_31,"Anime, Deckbuilding, Card Game"
Deluxe Content - Cossacks 3: The Golden Age,"Win, Linux",30,0,0,None,"24 Aug, 2017","4,99€",0,"4,99€",Strategy,https://store.steampowered.com/app/694190/Deluxe_Content__Cossacks_3_The_Golden_Age/?snr=1_7_7_240_150_31,"Strategy, Moddable, RTS"
Cosmic Express,"Win, Mac, Linux",346,346,94,Very Positive,"16 Mar, 2017","14,79€",0,"14,79€",Difficult,https://store.steampowered.com/app/583270/Cosmic_Express/?snr=1_7_7_240_150_31,"Difficult, Cute, Puzzle"
Rogue: Genesia - Cat Pet,"Win, Linux",15,15,100,Positive,"29 Aug, 2023","0,99€",0,"0,99€",Strategy,https://store.steampowered.com/app/2388081/Rogue_Genesia__Cat_Pet/?snr=1_7_7_240_150_31,"Strategy, Action, RPG"
100% Orange Juice - Kiriko & NoName Pack,Win,68,68,88,Very Positive,"10 Apr, 2017","2,99€",0,"2,99€",Strategy,https://store.steampowered.com/app/619510/100_Orange_Juice__Kiriko__NoName_Pack/?snr=1_7_7_240_150_31,"Strategy, Indie"
Lost,Win,7282,7282,80,Very Positive,"30 Sep, 2019","1,59€",0,"1,59€",Sexual Content,https://store.steampowered.com/app/1126290/Lost/?snr=1_7_7_240_150_31,"Sexual Content, Nudity, Mature"
Desperados III: Money for the Vultures - Part 2: Five Steps Ahead,"Win, Mac, Linux",39,39,89,Positive,"6 Oct, 2020","4,99€",None,0,Strategy,https://store.steampowered.com/app/1287601/Desperados_III_Money_for_the_Vultures__Part_2_Five_Steps_Ahead/?snr=1_7_7_240_150_31,Strategy
RoBoRumble,"Win, Mac",17,17,82,Positive,"10 Dec, 2015","5,99€",0,"5,99€",Strategy,https://store.steampowered.com/app/420970/RoBoRumble/?snr=1_7_7_240_150_31,"Strategy, Indie, 1990's"
Romance of the Three Kingdoms X with Power Up Kit,Win,464,464,82,Very Positive,"5 Dec, 2017","27,99€",0,"27,99€",Turn-Based Tactics,https://store.steampowered.com/app/628060/Romance_of_the_Three_Kingdoms_X_with_Power_Up_Kit/?snr=1_7_7_240_150_31,"Turn-Based Tactics, Wargame, Immersive Sim"
Orcs Must Die! 2 - Are We There Yeti?,Win,46,46,84,Positive,"31 Oct, 2012","4,99€",0,"4,99€",Action,https://store.steampowered.com/app/201802/Orcs_Must_Die_2__Are_We_There_Yeti/?snr=1_7_7_240_150_31,"Action, Strategy, Indie"
Deluxe Content - Cossacks 3: OST,"Win, Linux",11,0,0,None,"22 Jun, 2017","4,99€",0,"4,99€",Strategy,https://store.steampowered.com/app/650360/Deluxe_Content__Cossacks_3_OST/?snr=1_7_7_240_150_31,Strategy
Quantum Conundrum,Win,1594,1594,83,Very Positive,"21 Jun, 2012","8,99€",0,"8,99€",Puzzle Platformer,https://store.steampowered.com/app/200010/Quantum_Conundrum/?snr=1_7_7_240_150_31,"Puzzle Platformer, Puzzle, 3D Platformer"
Tabletop Simulator - Superfight,"Win, Mac, Linux",48,48,79,Mostly Positive,"5 Jun, 2015","7,99€",0,"7,99€",Strategy,https://store.steampowered.com/app/367330/Tabletop_Simulator__Superfight/?snr=1_7_7_240_150_31,"Strategy, Indie, Casual"
Realpolitiks II,"Win, Mac, Linux",454,0,0,None,"12 May, 2021","24,99€",0,"24,99€",Strategy,https://store.steampowered.com/app/1248060/Realpolitiks_II/?snr=1_7_7_240_150_31,"Strategy, Simulation, Indie"
Achievement Clicker 2018,Win,599,599,82,Very Positive,"26 Jan, 2018","0,99€",0,"0,99€",Strategy,https://store.steampowered.com/app/771350/Achievement_Clicker_2018/?snr=1_7_7_240_150_31,"Strategy, Indie, Casual"
War for the Overworld - My Pet Dungeon Expansion,"Win, Mac, Linux",32,32,84,Positive,"3 Apr, 2017","7,79€",0,"7,79€",Strategy,https://store.steampowered.com/app/542160/War_for_the_Overworld__My_Pet_Dungeon_Expansion/?snr=1_7_7_240_150_31,"Strategy, Indie, Simulation"
Endless ATC,Win,321,321,97,Very Positive,"19 Jul, 2017","6,89€",0,"6,89€",Immersive Sim,https://store.steampowered.com/app/666610/Endless_ATC/?snr=1_7_7_240_150_31,"Immersive Sim, Flight, Management"
Puzzle Puppers,"Win, Mac, Linux",74,74,93,Very Positive,"20 Jan, 2017","4,99€",0,"4,99€",Indie,https://store.steampowered.com/app/578430/Puzzle_Puppers/?snr=1_7_7_240_150_31,"Indie, Casual, Strategy"
Battle Brawlers,Win,192,0,0,None,"18 Jun, 2018",0,None,0,Free to Play,https://store.steampowered.com/app/823600/Battle_Brawlers/?snr=1_7_7_240_150_31,"Free to Play, Strategy, Competitive"
Robocraft,"Win, Mac, Linux",118385,118385,72,Mostly Positive,"24 Aug, 2017",0,None,0,Free to Play,https://store.steampowered.com/app/301520/Robocraft/?snr=1_7_7_240_150_31,"Free to Play, Robots, Building"
Vengeance,"Win, Linux",307,307,80,Very Positive,"29 Apr, 2020","6,59€",0,"6,59€",Early Access,https://store.steampowered.com/app/384960/Vengeance/?snr=1_7_7_240_150_31,"Early Access, Action, Indie"
Trigon: Space Story,"Win, Mac, Linux",1046,0,0,None,"28 Apr, 2022","19,99€",0,"19,99€",Simulation,https://store.steampowered.com/app/1226510/Trigon_Space_Story/?snr=1_7_7_240_150_31,"Simulation, Roguelike, Singleplayer"
WazHack,"Win, Mac, Linux",541,541,87,Very Positive,"17 Feb, 2014","7,99€",0,"7,99€",RPG,https://store.steampowered.com/app/264160/WazHack/?snr=1_7_7_240_150_31,"RPG, Indie, Roguelike"
Night of Full Moon - The Red Hood Diary（Classic）,Win,17,17,76,Mostly Positive,"1 Aug, 2019","4,99€",0,"4,99€",Strategy,https://store.steampowered.com/app/1130800/Night_of_Full_Moon__The_Red_Hood_DiaryClassic/?snr=1_7_7_240_150_31,"Strategy, Adventure, Indie"
DEATHWATCH,Win,47,47,93,Positive,"21 Oct, 2022","5,69€",None,0,Horror,https://store.steampowered.com/app/2165030/DEATHWATCH/?snr=1_7_7_240_150_31,"Horror, Supernatural, Psychological Horror"
Fallen Enchantress: Legendary Heroes,Win,1528,1528,79,Mostly Positive,"22 May, 2013","24,50€",0,"24,50€",Magic,https://store.steampowered.com/app/228260/Fallen_Enchantress_Legendary_Heroes/?snr=1_7_7_240_150_31,"Magic, Singleplayer, Strategy"
Sniper Elite V2,Win,5778,5778,88,Very Positive,"30 Apr, 2012",0,None,0,Sniper,https://store.steampowered.com/app/63380/Sniper_Elite_V2/?snr=1_7_7_240_150_31,"Sniper, Action, Stealth"
Ninja Stealth 3,Win,356,356,80,Very Positive,"6 Dec, 2017","0,99€",None,0,Stealth,https://store.steampowered.com/app/754120/Ninja_Stealth_3/?snr=1_7_7_240_150_32,"Stealth, Strategy, Ninja"
Brutal Legend Soundtrack,Music,55,55,85,Very Positive,"13 Feb, 2013","6,99€",0,"6,99€",Action,https://store.steampowered.com/app/225270/Brutal_Legend_Soundtrack/?snr=1_7_7_240_150_32,"Action, Adventure, Strategy"
Orcs Must Die! 2 - Family Ties Booster Pack,Win,33,33,84,Positive,"26 Sep, 2012","4,99€",0,"4,99€",Action,https://store.steampowered.com/app/201805/Orcs_Must_Die_2__Family_Ties_Booster_Pack/?snr=1_7_7_240_150_32,"Action, Strategy"
Sniper Elite V2,Win,5778,5778,88,Very Positive,"30 Apr, 2012",0,None,0,Sniper,https://store.steampowered.com/app/63380/Sniper_Elite_V2/?snr=1_7_7_240_150_32,"Sniper, Action, Stealth"
xiuzhen idle,Win,1553,1553,78,Mostly Positive,"20 Jun, 2022","5,89€",0,"5,89€",Idler,https://store.steampowered.com/app/1649730/xiuzhen_idle/?snr=1_7_7_240_150_32,"Idler, Early Access, Indie"
Dice Legacy,Win,778,0,0,None,"9 Sep, 2021","14,99€",0,"14,99€",City Builder,https://store.steampowered.com/app/1229460/Dice_Legacy/?snr=1_7_7_240_150_32,"City Builder, Survival, Strategy"
Chaos Galaxy,Win,230,230,81,Very Positive,"16 Jun, 2020","14,79€",0,"14,79€",Mechs,https://store.steampowered.com/app/1184840/Chaos_Galaxy/?snr=1_7_7_240_150_32,"Mechs, Grand Strategy, Pixel Graphics"
Sunrider: Liberation Day - Captain's Edition,"Win, Mac, Linux",606,606,84,Very Positive,"4 Mar, 2016","24,50€",0,"24,50€",Strategy,https://store.steampowered.com/app/358750/Sunrider_Liberation_Day__Captains_Edition/?snr=1_7_7_240_150_32,"Strategy, Visual Novel, Anime"
Company of Heroes 2 - Ardennes Assault: Fox Company Rangers,"Win, Mac, Linux",110,0,0,None,"17 Nov, 2014","3,99€",None,0,Strategy,https://store.steampowered.com/app/323230/Company_of_Heroes_2__Ardennes_Assault_Fox_Company_Rangers/?snr=1_7_7_240_150_32,"Strategy, World War II"
Golden Rails: Road To Klondike,Win,19,19,100,Positive,"24 Feb, 2022","5,69€",0,"5,69€",Casual,https://store.steampowered.com/app/1886400/Golden_Rails_Road_To_Klondike/?snr=1_7_7_240_150_32,"Casual, Strategy, Time Management"
DCS: A-10C Warthog - The Enemy Within 3.0 Campaign,Win,57,57,71,Mostly Positive,"10 Apr, 2019","9,60€",0,"9,60€",Simulation,https://store.steampowered.com/app/1061310/DCS_A10C_Warthog__The_Enemy_Within_30_Campaign/?snr=1_7_7_240_150_32,"Simulation, Military, Strategy"
Prison Life,Win,2188,2188,80,Very Positive,"23 Sep, 2022",0,None,0,Free to Play,https://store.steampowered.com/app/1904820/Prison_Life/?snr=1_7_7_240_150_32,"Free to Play, Multiplayer, PvP"
Shop Tycoon: Prepare your wallet,"Win, Mac, Linux",220,220,77,Mostly Positive,"25 Aug, 2021","5,89€",0,"5,89€",Simulation,https://store.steampowered.com/app/1392340/Shop_Tycoon_Prepare_your_wallet/?snr=1_7_7_240_150_32,"Simulation, Management, Clicker"
