,Title,Platforms,Multiplatform,Reviews,Players,Positives,Review_summary,Released,Day_since_release,Price,Discount,On_sale,Final_price,Main_tag,Url,All_tags
9463,Garbage: Hobo Prophecy,"Win, Mac",1,1379.0,1379,74,Mostly Positive,"28 Jan, 2021",973,0,100.0,1,0,Simulation,https://store.steampowered.com/app/1494440/Garbage_Hobo_Prophecy/?snr=1_7_7_240_150_114,"Simulation, Strategy, Auto Battler"
9464,Creo God Simulator,Win,0,91.0,91,76,Mostly Positive,"2 Mar, 2019",1671,0,100.0,1,0,God Game,https://store.steampowered.com/app/1028730/Creo_God_Simulator/?snr=1_7_7_240_150_114,"God Game, City Builder, Indie"
9465,Slava Ukraini!,Win,0,1365.0,1365,74,Mostly Positive,"23 May, 2022",493,0,100.0,1,0,Shooter,https://store.steampowered.com/app/1974090/Slava_Ukraini/?snr=1_7_7_240_150_114,"Shooter, Military, Wargame"
9466,Stones Keeper: Prologue,Win,0,32.0,0,0,,"17 Sep, 2021",741,0,100.0,1,0,Strategy,https://store.steampowered.com/app/1735230/Stones_Keeper_Prologue/?snr=1_7_7_240_150_115,"Strategy, RPG, Turn-Based Strategy"
9467,Stratus: Battle For The Sky,"Win, Mac, Linux",1,28.0,0,0,,"2 Dec, 2016",2491,"15,99€",0.0,0,"15,99€",Strategy,https://store.steampowered.com/app/355490/Stratus_Battle_For_The_Sky/?snr=1_7_7_240_150_115,"Strategy, Indie, Early Access"
9468,Dead By Murder,Win,0,41.0,0,0,,"3 Oct, 2017",2186,"2,99€",0.0,0,"2,99€",Adventure,https://store.steampowered.com/app/714300/Dead_By_Murder/?snr=1_7_7_240_150_115,"Adventure, Strategy, Indie"
9469,巫师超凡者 Legend of the wizard,Win,0,97.0,0,0,,"11 Dec, 2019",1387,"8,19€",0.0,0,"8,19€",Casual,https://store.steampowered.com/app/1106690/_Legend_of_the_wizard/?snr=1_7_7_240_150_115,"Casual, Adventure, Strategy"
9470,Franchise Hockey Manager 4,"Win, Mac",1,126.0,0,0,,"6 Oct, 2017",2183,"19,99€",0.0,0,"19,99€",Sports,https://store.steampowered.com/app/595420/Franchise_Hockey_Manager_4/?snr=1_7_7_240_150_115,"Sports, Strategy, Simulation"
9471,RivenWorld: The First Era,Win,0,32.0,32,71,Mostly Positive,"14 Apr, 2023",167,"9,75€",0.0,0,"9,75€",Early Access,https://store.steampowered.com/app/2211410/RivenWorld_The_First_Era/?snr=1_7_7_240_150_115,"Early Access, Open World, Medieval"
9472,Killer Inside Us,"Win, Mac, Linux",1,16.0,16,75,Mostly Positive,"30 Oct, 2020",1063,"3,98€",30.0,1,"2,79€",Multiplayer,https://store.steampowered.com/app/1440280/Killer_Inside_Us/?snr=1_7_7_240_150_115,"Multiplayer, Online Co-Op, Space"
9473,Active Neurons - Puzzle game,"Win, Mac, Linux",1,30.0,30,96,Positive,"15 Oct, 2019",1444,"3,99€",0.0,0,"3,99€",Puzzle,https://store.steampowered.com/app/1168630/Active_Neurons__Puzzle_game/?snr=1_7_7_240_150_115,"Puzzle, Relaxing, Minimalist"
9474,Virtuous Western,Win,0,42.0,42,92,Positive,"17 Jun, 2021",833,"1,99€",0.0,0,"1,99€",Action,https://store.steampowered.com/app/1610840/Virtuous_Western/?snr=1_7_7_240_150_115,"Action, Western, Puzzle Platformer"
9475,Misha Adventures,Win,0,14.0,14,71,Mostly Positive,"25 Jul, 2021",795,"0,99€",0.0,0,"0,99€",2D Platformer,https://store.steampowered.com/app/1683240/Misha_Adventures/?snr=1_7_7_240_150_115,"2D Platformer, Visual Novel, Platformer"
9476,Mainly at Rest,Win,0,21.0,0,0,,"26 Aug, 2021",763,"3,99€",0.0,0,"3,99€",Adventure,https://store.steampowered.com/app/1718430/Mainly_at_Rest/?snr=1_7_7_240_150_115,"Adventure, Indie, Casual"
9477,Save Koch,"Win, Mac, Linux",1,112.0,0,0,,"18 Apr, 2019",1624,"9,99€",0.0,0,"9,99€",Strategy,https://store.steampowered.com/app/1016720/Save_Koch/?snr=1_7_7_240_150_115,"Strategy, Simulation, Adventure"
9478,My Little Miniatures,Win,0,34.0,0,0,,"21 Nov, 2022",311,0,100.0,1,0,Strategy,https://store.steampowered.com/app/2200390/My_Little_Miniatures/?snr=1_7_7_240_150_115,"Strategy, Free to Play, Casual"
9479,DarkFighter,"Win, Mac",1,14.0,14,71,Mostly Positive,"9 Aug, 2021",780,"1,99€",0.0,0,"1,99€",Early Access,https://store.steampowered.com/app/1680050/DarkFighter/?snr=1_7_7_240_150_115,"Early Access, Traditional Roguelike, Card Battler"
9480,No Crooks On Christmas,Win,0,12.0,0,0,,"3 Dec, 2021",664,0,100.0,1,0,Strategy,https://store.steampowered.com/app/1788730/No_Crooks_On_Christmas/?snr=1_7_7_240_150_115,"Strategy, Tower Defense, 3D"
9481,Swarm the City - Heart of Thundering Python DLC,Win,0,12.0,0,0,,"26 Oct, 2021",702,"1,59€",0.0,0,"1,59€",Strategy,https://store.steampowered.com/app/1702810/Swarm_the_City__Heart_of_Thundering_Python_DLC/?snr=1_7_7_240_150_115,"Strategy, RPG, Indie"
9482,NOBUNAGA'S AMBITION: Bushou Fuunroku,Win,0,11.0,0,0,,"21 Mar, 2017",2382,"19,99€",0.0,0,"19,99€",Wargame,https://store.steampowered.com/app/521740/NOBUNAGAS_AMBITION_Bushou_Fuunroku/?snr=1_7_7_240_150_115,"Wargame, Immersive Sim, Military"
9483,Refight:Burning Engine,Win,0,403.0,0,0,,"15 Oct, 2018",1809,0,100.0,1,0,Free to Play,https://store.steampowered.com/app/773520/RefightBurning_Engine/?snr=1_7_7_240_150_115,"Free to Play, Massively Multiplayer, Strategy"
9484,Draft Day Sports: College Basketball 2020,Win,0,55.0,0,0,,"10 Mar, 2020",1297,"20,99€",0.0,0,"20,99€",Simulation,https://store.steampowered.com/app/1256950/Draft_Day_Sports_College_Basketball_2020/?snr=1_7_7_240_150_115,"Simulation, Strategy, Sports"
9485,Archimedes: Eureka!,"Win, Mac",1,13.0,0,0,,"30 Aug, 2018",1855,"5,69€",0.0,0,"5,69€",Strategy,https://store.steampowered.com/app/667030/Archimedes_Eureka/?snr=1_7_7_240_150_115,"Strategy, Casual, Indie"
9486,Wall Street Junior,Win,0,54.0,0,0,,"12 Sep, 2018",1842,"3,29€",0.0,0,"3,29€",Simulation,https://store.steampowered.com/app/715520/Wall_Street_Junior/?snr=1_7_7_240_150_115,"Simulation, Strategy, Casual"
9487,Dynast.io,"Win, Mac",1,33.0,0,0,,"30 Aug, 2023",29,0,100.0,1,0,Early Access,https://store.steampowered.com/app/792200/Dynastio/?snr=1_7_7_240_150_115,"Early Access, Adventure, Hand-drawn"
9488,Draft Day Sports: College Football 2021,Win,0,26.0,0,0,,"5 Feb, 2021",965,"20,99€",0.0,0,"20,99€",Sports,https://store.steampowered.com/app/1499930/Draft_Day_Sports_College_Football_2021/?snr=1_7_7_240_150_115,"Sports, Simulation, Strategy"
9489,Loot Hunter,Win,0,26.0,0,0,,"23 Jan, 2015",3170,"6,89€",0.0,0,"6,89€",Casual,https://store.steampowered.com/app/341470/Loot_Hunter/?snr=1_7_7_240_150_115,"Casual, Strategy, Indie"
9490,Color Defense,Win,0,42.0,0,0,,"20 Jan, 2020",1347,0,100.0,1,0,Casual,https://store.steampowered.com/app/1151920/Color_Defense/?snr=1_7_7_240_150_115,"Casual, Strategy, Indie"
9491,Twins Edge : Back and Forth,Win,0,187.0,0,0,,"24 Jan, 2022",612,"3,29€",0.0,0,"3,29€",Casual,https://store.steampowered.com/app/1795960/Twins_Edge__Back_and_Forth/?snr=1_7_7_240_150_115,"Casual, Puzzle, Exploration"
9492,Circle Empires Tactics,Win,0,28.0,0,0,,"7 Apr, 2022",539,"14,79€",0.0,0,"14,79€",Tactical,https://store.steampowered.com/app/1515260/Circle_Empires_Tactics/?snr=1_7_7_240_150_115,"Tactical, Multiplayer, Online Co-Op"
9493,Derelict Void,"Win, Linux",1,35.0,0,0,,"18 Mar, 2021",924,"8,19€",0.0,0,"8,19€",Roguelite,https://store.steampowered.com/app/1479340/Derelict_Void/?snr=1_7_7_240_150_115,"Roguelite, Strategy, Resource Management"
9494,末法时代,Win,0,69.0,0,0,,"30 Apr, 2020",1246,"1,59€",0.0,0,"1,59€",Strategy,https://store.steampowered.com/app/1177100/_/?snr=1_7_7_240_150_115,"Strategy, Indie, RPG"
9495,Black Baron,Win,0,22.0,0,0,,"29 May, 2019",1583,"8,99€",0.0,0,"8,99€",Action,https://store.steampowered.com/app/1085190/Black_Baron/?snr=1_7_7_240_150_115,"Action, Indie, Strategy"
9496,Woodland Empire,"Win, Linux",1,10.0,10,100,Positive,"18 Oct, 2022",345,"3,99€",0.0,0,"3,99€",God Game,https://store.steampowered.com/app/1419150/Woodland_Empire/?snr=1_7_7_240_150_115,"God Game, Nature, Sandbox"
9497,StarFringe: Adversus,Win,0,49.0,0,0,,"26 Jul, 2023",64,"0,99€",0.0,0,"0,99€",Strategy,https://store.steampowered.com/app/458030/StarFringe_Adversus/?snr=1_7_7_240_150_115,"Strategy, RTS, Base Building"
9498,Evolo.Evolution,Win,0,13.0,0,0,,"4 Sep, 2018",1850,"0,79€",0.0,0,"0,79€",Strategy,https://store.steampowered.com/app/918080/EvoloEvolution/?snr=1_7_7_240_150_115,"Strategy, Indie, Early Access"
9499,Victory At Sea Ironclad,"Win, Mac",1,13.0,0,0,,"25 Apr, 2023",156,"33,99€",0.0,0,"33,99€",Action,https://store.steampowered.com/app/1299330/Victory_At_Sea_Ironclad/?snr=1_7_7_240_150_115,"Action, RTS, Grand Strategy"
9500,IronBorn,Win,0,34.0,0,0,,"12 Sep, 2018",1842,"3,99€",0.0,0,"3,99€",RPG,https://store.steampowered.com/app/618760/IronBorn/?snr=1_7_7_240_150_115,"RPG, Indie, Adventure"
9501,Europa Universalis IV: Art of War E-book,"Win, Mac, Linux",1,15.0,0,0,,"30 Oct, 2014",3255,"1,99€",0.0,0,"1,99€",Strategy,https://store.steampowered.com/app/327831/Europa_Universalis_IV_Art_of_War_Ebook/?snr=1_7_7_240_150_115,"Strategy, Simulation"
9502,Hidden Fears (Moonlight Edition),Win,0,30.0,0,0,,"31 Jul, 2019",1520,"5,50€",0.0,0,"5,50€",Casual,https://store.steampowered.com/app/1122270/Hidden_Fears_Moonlight_Edition/?snr=1_7_7_240_150_115,"Casual, Adventure, Indie"
9503,Hunt For Gods,Win,0,93.0,0,0,,"15 Nov, 2017",2143,0,100.0,1,0,Strategy,https://store.steampowered.com/app/576940/Hunt_For_Gods/?snr=1_7_7_240_150_115,"Strategy, Action, Free to Play"
9504,Ooglians,Win,0,189.0,0,0,,"15 Dec, 2022",287,"1,99€",0.0,0,"1,99€",Early Access,https://store.steampowered.com/app/2162070/Ooglians/?snr=1_7_7_240_150_115,"Early Access, Tower Defense, Base Building"
9505,People Jumping Tower,Win,0,10.0,10,100,Positive,"14 May, 2023",137,"0,99€",0.0,0,"0,99€",Casual,https://store.steampowered.com/app/2387830/People_Jumping_Tower/?snr=1_7_7_240_150_115,"Casual, Simulation, 3D"
9506,Pure Hold'em,Win,0,90.0,0,0,,"20 Aug, 2015",2961,"17,49€",0.0,0,"17,49€",Sports,https://store.steampowered.com/app/322950/Pure_Holdem/?snr=1_7_7_240_150_115,"Sports, Indie, Simulation"
9507,Constricted VR,Win,0,18.0,0,0,,"10 Jul, 2018",1906,"0,99€",0.0,0,"0,99€",Strategy,https://store.steampowered.com/app/589110/Constricted_VR/?snr=1_7_7_240_150_115,"Strategy, Indie, Simulation"
9508,Hotel Dracula,Win,0,27.0,0,0,,"9 Feb, 2018",2057,"4,99€",0.0,0,"4,99€",Casual,https://store.steampowered.com/app/711770/Hotel_Dracula/?snr=1_7_7_240_150_115,"Casual, Simulation, Strategy"
9509,The Sandbox,Win,0,511.0,0,0,,"29 Jun, 2015",3013,"4,99€",0.0,0,"4,99€",Sandbox,https://store.steampowered.com/app/265810/The_Sandbox/?snr=1_7_7_240_150_115,"Sandbox, Simulation, Indie"
9510,Tomomon,Win,0,14.0,14,71,Mostly Positive,"30 Mar, 2023",182,"24,50€",0.0,0,"24,50€",Creature Collector,https://store.steampowered.com/app/1979570/Tomomon/?snr=1_7_7_240_150_115,"Creature Collector, Pixel Graphics, Collectathon"
9511,"A Total War Saga: THRONES OF BRITANNIA - Blood, Sweat and Spears","Win, Mac, Linux",1,238.0,0,0,,"29 Aug, 2018",1856,"2,99€",0.0,0,"2,99€",Strategy,https://store.steampowered.com/app/884620/A_Total_War_Saga_THRONES_OF_BRITANNIA__Blood_Sweat_and_Spears/?snr=1_7_7_240_150_115,"Strategy, Action, Gore"
9512,STRANGER,Win,0,39.0,39,79,Mostly Positive,"11 Aug, 2022",413,"8,79€",0.0,0,"8,79€",Survival Horror,https://store.steampowered.com/app/1902150/STRANGER/?snr=1_7_7_240_150_115,"Survival Horror, Horror, Dark"
9513,Haunting Hour,Win,0,11.0,0,0,,"8 Mar, 2019",1665,"4,99€",0.0,0,"4,99€",Adventure,https://store.steampowered.com/app/980320/Haunting_Hour/?snr=1_7_7_240_150_115,"Adventure, Casual, Strategy"
9514,Amanda's Sticker Book,Win,0,13.0,0,0,,"17 Dec, 2018",1746,"4,99€",0.0,0,"4,99€",Casual,https://store.steampowered.com/app/985640/Amandas_Sticker_Book/?snr=1_7_7_240_150_115,"Casual, Strategy, Action"
9515,Elo Hell,Win,0,18.0,0,0,,"30 Jul, 2019",1521,0,100.0,1,0,Strategy,https://store.steampowered.com/app/655940/Elo_Hell/?snr=1_7_7_240_150_115,"Strategy, Indie, Action"
9516,ESPIONAGE: Mafia Evolved,"Win, Mac, Linux",1,113.0,113,77,Mostly Positive,"12 Aug, 2022",412,0,100.0,1,0,Social Deduction,https://store.steampowered.com/app/1174380/ESPIONAGE_Mafia_Evolved/?snr=1_7_7_240_150_115,"Social Deduction, Online Co-Op, Multiplayer"
9517,Мафия Онлайн,"Win, Mac",1,231.0,0,0,,"13 Jul, 2022",442,0,100.0,1,0,Multiplayer,https://store.steampowered.com/app/1906220/_/?snr=1_7_7_240_150_115,"Multiplayer, Online Co-Op, Action"
9518,RPG Tycoon,"Win, Mac",1,417.0,0,0,,"12 Feb, 2016",2785,"9,99€",0.0,0,"9,99€",RPG,https://store.steampowered.com/app/314240/RPG_Tycoon/?snr=1_7_7_240_150_115,"RPG, Simulation, Management"
9519,Stop Santa - Tower Defense,Win,0,36.0,0,0,,"4 Dec, 2017",2124,"0,99€",0.0,0,"0,99€",Casual,https://store.steampowered.com/app/746410/Stop_Santa__Tower_Defense/?snr=1_7_7_240_150_115,"Casual, Strategy, Indie"
9520,Heroes of Three Kingdoms,Win,0,173.0,0,0,,"11 Dec, 2020",1021,"8,19€",0.0,0,"8,19€",Early Access,https://store.steampowered.com/app/1453920/Heroes_of_Three_Kingdoms/?snr=1_7_7_240_150_115,"Early Access, Casual, Simulation"
9521,Ravage Road,Win,0,28.0,0,0,,"20 Dec, 2022",282,"17,49€",0.0,0,"17,49€",Casual,https://store.steampowered.com/app/2102240/Ravage_Road/?snr=1_7_7_240_150_115,"Casual, Strategy, Card Game"
9522,Adventures of a snowboarder,Win,0,10.0,10,100,Positive,"21 Apr, 2023",160,"9,75€",0.0,0,"9,75€",Adventure,https://store.steampowered.com/app/2354310/Adventures_of_a_snowboarder/?snr=1_7_7_240_150_115,"Adventure, Sports, Action"
9523,LocoSoccer Classic,"Win, Linux",1,192.0,0,0,,"9 Dec, 2015",2850,"0,99€",0.0,0,"0,99€",Sports,https://store.steampowered.com/app/396360/LocoSoccer_Classic/?snr=1_7_7_240_150_115,"Sports, Indie, Strategy"
9524,Space Station Alpha,"Win, Mac, Linux",1,39.0,0,0,,"27 Feb, 2015",3135,"5,99€",0.0,0,"5,99€",Simulation,https://store.steampowered.com/app/341930/Space_Station_Alpha/?snr=1_7_7_240_150_115,"Simulation, Strategy, Indie"
9525,属性与生活,Win,0,35.0,0,0,,"25 Sep, 2018",1829,"0,79€",0.0,0,"0,79€",Casual,https://store.steampowered.com/app/822470/_/?snr=1_7_7_240_150_115,"Casual, Simulation, Strategy"
9526,Tale of Enki: Pilgrimage,Win,0,13.0,13,92,Positive,"29 Jan, 2019",1703,"5,69€",0.0,0,"5,69€",Adventure,https://store.steampowered.com/app/684590/Tale_of_Enki_Pilgrimage/?snr=1_7_7_240_150_115,"Adventure, RPG, Indie"
9527,Glitch's Trip,"Win, Mac, Linux",1,19.0,19,94,Positive,"26 Aug, 2020",1128,"13,99€",0.0,0,"13,99€",Action,https://store.steampowered.com/app/610250/Glitchs_Trip/?snr=1_7_7_240_150_115,"Action, Indie, Adventure"
9528,Inside a Star-filled Sky,"Win, Mac",1,80.0,0,0,,"14 May, 2011",4520,"3,29€",0.0,0,"3,29€",Indie,https://store.steampowered.com/app/104100/Inside_a_Starfilled_Sky/?snr=1_7_7_240_150_115,"Indie, Action, Strategy"
9529,Fareo: Shadowlands,Win,0,100.0,100,78,Mostly Positive,"10 Jun, 2021",840,"8,19€",0.0,0,"8,19€",Singleplayer,https://store.steampowered.com/app/1218810/Fareo_Shadowlands/?snr=1_7_7_240_150_115,"Singleplayer, Casual, Strategy"
9530,War Theatre,"Win, Mac",1,12.0,0,0,,"16 Mar, 2019",1657,"8,19€",0.0,0,"8,19€",RPG,https://store.steampowered.com/app/803720/War_Theatre/?snr=1_7_7_240_150_115,"RPG, Strategy"
9531,骑士与魔法战争,Win,0,62.0,0,0,,"15 Aug, 2019",1505,"4,99€",0.0,0,"4,99€",RPG,https://store.steampowered.com/app/965180/_/?snr=1_7_7_240_150_115,"RPG, Strategy, Indie"
9532,ORION: Prelude,Win,0,19306.0,19306,77,Mostly Positive,"16 Apr, 2013",3817,"0,99€",0.0,0,"0,99€",Dinosaurs,https://store.steampowered.com/app/104900/ORION_Prelude/?snr=1_7_7_240_150_115,"Dinosaurs, Action, FPS"
9533,AGENT 00111,Win,0,12.0,0,0,,"3 Jul, 2019",1548,"4,99€",0.0,0,"4,99€",Indie,https://store.steampowered.com/app/1077760/AGENT_00111/?snr=1_7_7_240_150_115,"Indie, Adventure, Strategy"
9534,Seasteader,Win,0,31.0,0,0,,"24 Feb, 2017",2407,"14,99€",0.0,0,"14,99€",Strategy,https://store.steampowered.com/app/592550/Seasteader/?snr=1_7_7_240_150_115,"Strategy, Simulation, Indie"
9535,Season Match 4,Win,0,16.0,0,0,,"20 Feb, 2020",1316,"3,99€",100.0,1,0,Casual,https://store.steampowered.com/app/1243240/Season_Match_4/?snr=1_7_7_240_150_115,"Casual, Action, Indie"
9536,Draft Day Sports: College Basketball 2017,Win,0,12.0,0,0,,"14 Nov, 2017",2144,"3,99€",0.0,0,"3,99€",Strategy,https://store.steampowered.com/app/729310/Draft_Day_Sports_College_Basketball_2017/?snr=1_7_7_240_150_115,"Strategy, Sports, Indie"
9537,Boom,Win,0,23.0,23,86,Positive,"14 Feb, 2021",956,0,100.0,1,0,Puzzle,https://store.steampowered.com/app/1519020/Boom/?snr=1_7_7_240_150_115,"Puzzle, Minimalist, Singleplayer"
9538,Chronicles of Sarval: Bridges of Koni,Win,0,15.0,15,93,Positive,"12 Nov, 2021",685,"2,39€",0.0,0,"2,39€",Adventure,https://store.steampowered.com/app/1715470/Chronicles_of_Sarval_Bridges_of_Koni/?snr=1_7_7_240_150_115,"Adventure, Fantasy, Puzzle"
9539,Payload,Win,0,13.0,13,92,Positive,"5 Nov, 2021",692,0,100.0,1,0,Puzzle,https://store.steampowered.com/app/1705760/Payload/?snr=1_7_7_240_150_115,"Puzzle, Logic, Cyberpunk"
9540,Blacken Slash: Prologue,"Win, Mac, Linux",1,18.0,18,88,Positive,"10 Jun, 2022",475,0,100.0,1,0,Tactical RPG,https://store.steampowered.com/app/2003750/Blacken_Slash_Prologue/?snr=1_7_7_240_150_115,"Tactical RPG, Loot, Turn-Based Combat"
9541,Dancing Cube,Win,0,10.0,10,100,Positive,"12 Aug, 2022",412,"11,79€",100.0,1,0,Rhythm,https://store.steampowered.com/app/1738540/Dancing_Cube/?snr=1_7_7_240_150_115,"Rhythm, Music, Bullet Hell"
9542,Transmogrify,"Win, Linux",1,14.0,14,92,Positive,"24 Apr, 2023",157,"14,79€",0.0,0,"14,79€",2D Platformer,https://store.steampowered.com/app/740310/Transmogrify/?snr=1_7_7_240_150_115,"2D Platformer, Sci-fi, Puzzle Platformer"
9543,Active Neurons - Wonders Of The World,Win,0,131.0,131,96,Very Positive,"13 Oct, 2020",1080,0,100.0,1,0,Free to Play,https://store.steampowered.com/app/1422630/Active_Neurons__Wonders_Of_The_World/?snr=1_7_7_240_150_115,"Free to Play, Puzzle, Relaxing"
9544,Pixel Puzzles 2: Halloween,Win,0,12.0,0,0,,"21 Oct, 2019",1438,"3,99€",0.0,0,"3,99€",Casual,https://store.steampowered.com/app/1058210/Pixel_Puzzles_2_Halloween/?snr=1_7_7_240_150_116,"Casual, Indie, Simulation"
9545,STRANGER,Win,0,39.0,39,79,Mostly Positive,"11 Aug, 2022",413,"8,79€",0.0,0,"8,79€",Survival Horror,https://store.steampowered.com/app/1902150/STRANGER/?snr=1_7_7_240_150_116,"Survival Horror, Horror, Dark"
9546,Мафия Онлайн,"Win, Mac",1,231.0,0,0,,"13 Jul, 2022",442,0,100.0,1,0,Multiplayer,https://store.steampowered.com/app/1906220/_/?snr=1_7_7_240_150_116,"Multiplayer, Online Co-Op, Action"
9547,ORION: Prelude,Win,0,19306.0,19306,77,Mostly Positive,"16 Apr, 2013",3817,"0,99€",0.0,0,"0,99€",Dinosaurs,https://store.steampowered.com/app/104900/ORION_Prelude/?snr=1_7_7_240_150_116,"Dinosaurs, Action, FPS"
9548,ESPIONAGE: Mafia Evolved,"Win, Mac, Linux",1,113.0,113,77,Mostly Positive,"12 Aug, 2022",412,0,100.0,1,0,Social Deduction,https://store.steampowered.com/app/1174380/ESPIONAGE_Mafia_Evolved/?snr=1_7_7_240_150_116,"Social Deduction, Online Co-Op, Multiplayer"
9549,Tale of Enki: Pilgrimage,Win,0,13.0,13,92,Positive,"29 Jan, 2019",1703,"5,69€",0.0,0,"5,69€",Adventure,https://store.steampowered.com/app/684590/Tale_of_Enki_Pilgrimage/?snr=1_7_7_240_150_116,"Adventure, RPG, Indie"
9550,Tomomon,Win,0,14.0,14,71,Mostly Positive,"30 Mar, 2023",182,"24,50€",0.0,0,"24,50€",Creature Collector,https://store.steampowered.com/app/1979570/Tomomon/?snr=1_7_7_240_150_116,"Creature Collector, Pixel Graphics, Collectathon"
9551,Refight:The Last Warship,Win,0,303.0,0,0,,"14 Mar, 2019",1659,0,100.0,1,0,Free to Play,https://store.steampowered.com/app/1007740/RefightThe_Last_Warship/?snr=1_7_7_240_150_116,"Free to Play, Strategy, Massively Multiplayer"
9552,Fareo: Shadowlands,Win,0,100.0,100,78,Mostly Positive,"10 Jun, 2021",840,"8,19€",0.0,0,"8,19€",Singleplayer,https://store.steampowered.com/app/1218810/Fareo_Shadowlands/?snr=1_7_7_240_150_116,"Singleplayer, Casual, Strategy"
9553,Bunker Constructor,Win,0,25.0,0,0,,"24 Jun, 2016",2652,"4,99€",100.0,1,0,Casual,https://store.steampowered.com/app/364980/Bunker_Constructor/?snr=1_7_7_240_150_116,"Casual, Simulation, Strategy"
9554,Antisphere,Win,0,89.0,0,0,,"14 Jul, 2017",2267,"1,99€",0.0,0,"1,99€",Action,https://store.steampowered.com/app/489570/Antisphere/?snr=1_7_7_240_150_116,"Action, Indie, Casual"
9555,SunAge: Battle for Elysium,"Win, Mac",1,142.0,0,0,,"15 Dec, 2014",3209,"14,99€",0.0,0,"14,99€",Strategy,https://store.steampowered.com/app/318650/SunAge_Battle_for_Elysium/?snr=1_7_7_240_150_116,"Strategy, Indie, RTS"
9556,Guilded,Win,0,14.0,0,0,,"26 May, 2020",1220,0,100.0,1,0,Casual,https://store.steampowered.com/app/1287850/Guilded/?snr=1_7_7_240_150_116,"Casual, Strategy, Indie"
9557,Magic Tower,Win,0,18.0,0,0,,"31 Dec, 2017",2097,"0,99€",0.0,0,"0,99€",Strategy,https://store.steampowered.com/app/727460/Magic_Tower/?snr=1_7_7_240_150_116,"Strategy, Indie, Early Access"
9558,Strategy,Win,0,20.0,0,0,,"9 Oct, 2022",354,"4,99€",0.0,0,"4,99€",Turn-Based Strategy,https://store.steampowered.com/app/1946590/Strategy/?snr=1_7_7_240_150_116,"Turn-Based Strategy, Strategy, Card Game"
9559,Adventures of a snowboarder,Win,0,10.0,10,100,Positive,"21 Apr, 2023",160,"9,75€",0.0,0,"9,75€",Adventure,https://store.steampowered.com/app/2354310/Adventures_of_a_snowboarder/?snr=1_7_7_240_150_116,"Adventure, Sports, Action"
9560,Mine Royale - Battle Royale,Win,0,13.0,0,0,,"15 Nov, 2018",1778,"0,79€",0.0,0,"0,79€",Action,https://store.steampowered.com/app/968460/Mine_Royale__Battle_Royale/?snr=1_7_7_240_150_116,"Action, Adventure, Strategy"
